statecode,statename,districtcode,district_name,localbodycode,localbody_name,localbody_type,status,confidence_score,disparity_category,validation_flag,top3_candidates
3,Punjab,36,Ludhiana,248340,Mullanpur Dakha,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,36,Ludhiana,248342,Raikot,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,36,Ludhiana,248343,Jagraon,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,37,Mansa,248372,Sardulgarh,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,37,Mansa,248373,Budhlada,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,37,Mansa,248374,Bareta,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,37,Mansa,277199,Boha,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,38,Moga,248344,Badhni Kalan,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,38,Moga,248345,Bhagha Purana,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,38,Moga,248347,Moga,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,38,Moga,262988,Nihal Singh Wala,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,39,Sri Muktsar Sahib,248356,Malout,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,39,Sri Muktsar Sahib,248357,Giddarbaha,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,39,Sri Muktsar Sahib,248359,Muktsar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,40,Shahid Bhagat Singh Nagar,248312,Banga,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,40,Shahid Bhagat Singh Nagar,248313,Nawanshahr,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,40,Shahid Bhagat Singh Nagar,248314,Rahon,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,41,Patiala,248394,Ghagga,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,41,Patiala,248395,Patran,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,41,Patiala,248396,Samana,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,41,Patiala,248397,Nabha,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,41,Patiala,248398,Sanaur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,41,Patiala,248399,Patiala,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,41,Patiala,248403,Rajpura,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,41,Patiala,248404,Banur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,41,Patiala,299458,Adda Devigarh,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,42,Rupnagar,248317,Anandpur Sahib,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,42,Rupnagar,248319,Rupnagar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,42,Rupnagar,248320,Morinda,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,42,Rupnagar,248321,Kurali,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,42,Rupnagar,261446,Kiratpur Sahib,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,42,Rupnagar,261450,Chamkaur Sahib,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,42,Rupnagar,277196,Nangal,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248383,Malerkotla,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248384,Dhuri,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248385,Longowal,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248386,Sangrur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248387,Bhawanigarh,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248388,Cheema,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248389,Dirba,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248390,Sunam,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248391,Lehragaga,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248392,Moonak,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,248393,Khanauri,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,43,Sangrur,273471,Amargarh,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,49,Dehradun,248300,Dasua,Municipality,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248301,Gardhiwala,Municipality,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248302,Urmar Tanda,Municipality,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248303,Mukerian,Municipality,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248305,Talwara,Town Panchayat,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248306,Hariana,Municipality,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248308,Hoshiarpur,Municipal Corporations,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248309,Sham Chaurasi,Municipality,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248310,Mahilpur,Town Panchayat,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248311,Garhshankar,Municipality,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,49,Dehradun,248315,Balachaur,Municipality,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
3,Punjab,605,Barnala,248377,Bhadaur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,605,Barnala,248378,Barnala,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,605,Barnala,248379,Handiaya,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,605,Barnala,248380,Tapa,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,605,Barnala,248381,Dhanaula,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,608,S.A.S Nagar,248324,Kharar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,608,S.A.S Nagar,248325,S.A.S.Nagar - Mohali,Municipal Corporations,AMBIGUOUS MATCH,1.0,HIGH DISPARITY,NEARLY RESOLVABLE,608:S.A.S | Nagar(80.0%)
3,Punjab,608,S.A.S Nagar,248405,Dera Bassi,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,608,S.A.S Nagar,248407,Zirakpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,608,S.A.S Nagar,277194,Nayan Gaon,Municipality,AI PREDICTION,1.0,,STRONG MATCH,608:S.A.S Nagar(100.0%)
3,Punjab,608,S.A.S Nagar,277203,Lalru,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,608,S.A.S Nagar,299456,Gharuan,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,609,Tarn Taran,248275,Bhikhiwind,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,609,Tarn Taran,248277,Patti,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,609,Tarn Taran,248278,Rayya,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,651,Fazilka,248354,Fazilka,Municipality,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,651,Fazilka,248355,Abohar,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,651,Fazilka,277198,Arniwala Shekh Suban,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
3,Punjab,737,Malerkotla,248382,Ahmedgarh,Municipality,FULL MATCH,1.0,,EXACT MATCH,
4,Chandigarh,608,S.A.S Nagar,276386,Chandigarh,Municipal Corporations,AMBIGUOUS MATCH,0.05,LOW DISPARITY,HIGH AMBIGUITY,608:S.A.S | Nagar(5.0%)
5,Uttarakhand,45,Almora,248448,Dwarahat,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,45,Almora,248449,Almora,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,45,Almora,248457,Ramnagar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,45,Almora,274457,Bhikiyasain,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,45,Almora,277190,Ranikhet Chiliyanaula,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,45,Almora,297128,Chaukhutiya,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,46,Bageshwar,248447,Bageshwar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,46,Bageshwar,259921,Kapkot,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,46,Bageshwar,299525,Garud,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,248412,Badrinathpuri,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,248413,Joshimath,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,248414,Chamoli Gopeshwar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,248415,Nandprayag,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,248416,Gochar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,248417,Karnaprayag,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,248419,Rudraprayag,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,259820,Pokhari,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,260112,Gairsain,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,275665,Tharali,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,276459,Pipalkoti,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,47,Chamoli,301882,Nandanagar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,48,Champawat,248450,Lohaghat,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,48,Champawat,248451,Champawat,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,48,Champawat,248452,Tanakpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,48,Champawat,262922,Banbasa,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,48,Champawat,301877,Pati,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,49,Dehradun,248427,Vikasnagar,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,49:Dehradun(50.0%)
5,Uttarakhand,49,Dehradun,248428,Herbertpur,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,49:Dehradun(50.0%)
5,Uttarakhand,49,Dehradun,248429,Mussoorie,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,49,Dehradun,248430,Dehradun,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,49,Dehradun,248433,Doiwala,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,49,Dehradun,248434,Rishikesh,Municipal Corporations,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,49:Dehradun(100.0%) | 50:Haridwar(100.0%) | 52:Pauri Garhwal(100.0%)
5,Uttarakhand,49,Dehradun,275633,Selaqui(Central Hope Town),Town Panchayat,AI PREDICTION,1.0,,STRONG MATCH,49:Dehradun(100.0%)
5,Uttarakhand,49,Dehradun,299529,Rampur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,49,Dehradun,299531,Tapovan,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,248478,Roorkee,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,248481,Jhabrera,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,248482,Manglaur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,248483,Landhaura,Town Panchayat,AI PREDICTION,1.0,,STRONG MATCH,50:Haridwar(100.0%)
5,Uttarakhand,50,Haridwar,248485,Haridwar,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,248486,Laksar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,262847,Bhagwanpur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,262858,Shivalik Nagar,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,50:Haridwar(50.0%)
5,Uttarakhand,50,Haridwar,275670,Piran Kaliyar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,299524,Dhandera,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,299526,Imlikheda,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,299749,Padali Gurjar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,300431,Imlikhera,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,50,Haridwar,300592,Sultanpur-Adampur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,51,Nainital,248454,Nainital,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,51,Nainital,248455,Bhowali,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,51,Nainital,248456,Bhimtal,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,51,Nainital,248458,Kaladhungi,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,51,Nainital,248459,Haldwani-Cumkathgodam,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,51,Nainital,248460,Lalkuan,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,51,Nainital,248467,Bajpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,51,Nainital,277162,Gularbhoj,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,52,Pauri Garhwal,248421,Devprayag,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,52,Pauri Garhwal,248437,Srinagar,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,52,Pauri Garhwal,248438,Pauri,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,52,Pauri Garhwal,248440,Dogadda,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,52,Pauri Garhwal,248441,Kanvnagri Kotdwar,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,52,Pauri Garhwal,262843,Swargashram Jonk,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,52,Pauri Garhwal,262882,Satpuli,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,52,Pauri Garhwal,299532,Thalisain,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,53,Pithoragarh,248422,Tehri,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,53,Pithoragarh,248444,Dharchula,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,53,Pithoragarh,248445,Didihat,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,53,Pithoragarh,248446,Pithoragarh,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,53,Pithoragarh,259826,Berinag,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,53,Pithoragarh,262883,Gangolihat,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,53,Pithoragarh,301879,Munsyari,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,54,Rudraprayag,248418,Kedarnath,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,54,Rudraprayag,262901,Ukhimath,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,54,Rudraprayag,262902,Augustmuni,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,54,Rudraprayag,276616,Tilwara,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,54,Rudraprayag,301881,Guptkashi,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,55,Tehri Garhwal,248420,Kirtinagar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,55,Tehri Garhwal,248423,Chamba,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,55,Tehri Garhwal,248424,Narendranagar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,55,Tehri Garhwal,248426,Munikireti-Dhalwala,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,55,Tehri Garhwal,262832,Ghansali,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,55,Tehri Garhwal,262842,Chiniyalisaur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,55,Tehri Garhwal,277163,Chamiyala,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,55,Tehri Garhwal,277164,Gaja,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,55,Tehri Garhwal,277183,Lambgaon,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248461,Mahua Dabra Haripura,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248462,Jaspur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248463,Kashipur,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248465,Mahua Kheraganj,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248466,Sultanpur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248468,Kela Khera,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248469,Gadarpur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248470,Dineshpur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248471,Rudrapur,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248474,Kichha,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248475,Shaktigarh,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248476,Sitarganj,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,248477,Khatima,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,275661,Nanakmatta,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,299527,Lalpur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,299528,Nagla,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,56,Udham Singh Nagar,301880,Garhinegi,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,57,Uttarkashi,248409,Barkot,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,57,Uttarkashi,248410,Barahat-Uttarkashi,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,57,Uttarkashi,248411,Gangotri,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,57,Uttarkashi,262841,Purola,Municipality,FULL MATCH,1.0,,EXACT MATCH,
5,Uttarakhand,57,Uttarkashi,274461,Naugaon,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,58,Ambala,248490,Naraingarh,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,58,Ambala,248491,Ambala,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,58,Ambala,272866,Barara,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,58,Ambala,274458,Radaur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,58,Ambala,290431,Ambala Sadar,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,59,Bhiwani,248549,Bawani Khera,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,59,Bhiwani,248550,Bhiwani,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,59,Bhiwani,248552,Siwani,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,59,Bhiwani,248553,Loharu,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,59,Bhiwani,248554,Charkhi Dadri,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,60,Faridabad,248585,Faridabad,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,60,Faridabad,248586,Palwal,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,61,Fatehabad,248536,Ratia,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,61,Fatehabad,248537,Tohana,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,61,Fatehabad,248538,Fatehabad,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,61,Fatehabad,248544,Uklanamandi,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,61,Fatehabad,262120,Bhuna,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,61,Fatehabad,276399,Jakhal Mandi,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,61,Fatehabad,299096,Adampur,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,62,Gurugram,248573,Pataudi Jatauli Mandi,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,62,Gurugram,248574,Farrukhnagar,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,62,Gurugram,248576,Gurugram,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,62,Gurugram,248579,Sohna,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,62,Gurugram,248580,Taoru,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,62,Gurugram,297117,Manesar,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,63,Hisar,248545,Barwala,Municipality,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,63:Hisar(50.0%) | | | 70:Panchkula(50.0%)
6,Haryana,63,Hisar,248546,Hisar,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,63,Hisar,248547,Narnaund,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,63,Hisar,248548,Hansi,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,64,Jhajjar,248558,Beri,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,64,Jhajjar,248560,Bahadurgarh,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,64,Jhajjar,248562,Jhajjar,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,65,Jind,248531,Narwana,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,65,Jind,248532,Uchana,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,65,Jind,248533,Jind,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,65,Jind,248534,Julana,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,65,Jind,248535,Safidon,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,66,Kaithal,248510,Cheeka,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,66,Kaithal,248511,Kaithal,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,66,Kaithal,248512,Kalayat,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,66,Kaithal,248513,Pundri,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,66,Kaithal,262119,Rajound,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,66,Kaithal,299095,Siwan,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,67,Karnal,248514,Nilokheri,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,67,Karnal,248515,Taraori,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,67,Karnal,248516,Indri,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,67,Karnal,248517,Karnal,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,67,Karnal,248519,Assandh,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,67,Karnal,248520,Gharaunda,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,67,Karnal,248521,Panipat,Municipal Corporations,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,67:Karnal(100.0%) | 71:Panipat(100.0%)
6,Haryana,67,Karnal,253296,Nissing,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,68,Kurukshetra,248506,Shahbad,Municipality,FULL MATCH,1.0,,EXACT MATCH,
6,Haryana,68,Kurukshetra,248507,Pehowa,Municipality,FULL MATCH,1.0,,EXACT MATCH,
